Experiment	Tag	Anim	Date	Date/Time	Standing	Active	Lying	Steps	collar	distance(m)	X_Act	Y_Act	%HeadDown	Activity	DFL1	DFL2	DFL3	DFA12	DFA123	DBL1	DBL2	DBL3	DBA12	DBA123	DiffXY	MeanXY	VarXY	X_Actlog	Y_Actlog	Stepslog	distance(m)log	VarXYlog	DiffXYlog	MeanXYlog	epoch	day	prev_Active1	prev_Active2	prev_Active3	prev_Standing1	prev_Standing2	prev_Standing3	prev_Lying1	prev_Lying2	prev_Lying3	prev_steps1	prev_steps2	prev_steps3	prev_headdown1	prev_headdown2	prev_headdown3
Abdel	177360	a2	9/14/1950	08:01:00	0.669	0.331	0	73	1525	46.37	146	80	51	G	137.5	147.4	216.8	167	243.1	31.9	179.3	150.9	183.5	265.1	66	113	46.66904755831214	2.1643528557847347	1.9030899869924864	1.8633228601210508	1.666237095896741	1.6690289377108087	1.8195439355425267	2.053078443483804	1950-09-14T08:01:00Z	1950-09-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abdel	177492	a7	9/14/1950	08:05:00	0.7788	0.2212	0	54	1531	43.82	70	38	38	G	14.4	197	171.4	222.9	248.6	129.4	180.1	130	180.1	230.3	32	54	22.627416997969522	1.8450980400148773	1.579783596617953	1.7323937598237729	1.6416723732256777	1.3546349804898348	1.5051499783212632	1.7323937598237729	1950-09-14T08:05:00Z	1950-09-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abdel	177360	a2	9/14/1950	08:05:00	0.7376	0.2624	0	55	1525	43.31	140	76	66	G	208.5	182.9	21.5	234.1	404	14.4	143.5	194.1	143.9	194.6	64	108	45.254833995939045	2.146128035678548	1.880813592281363	1.7403626894950335	1.6365881837308451	1.6556649761528563	1.8061799739845659	2.0334237554873518	1950-09-14T08:05:00Z	1950-09-14	0.331	0	0	0.669	0	0	0	0	0	73	0	0	51	0	0
Abdel	177379	a1	9/14/1950	08:05:00	0.7226	0.2774	0	64	1535	41.37	64	34	5	G	176.5	166.6	177.8	233	286.1	195.6	143	21.8	272.8	419.2	30	49	21.213203435596427	1.8061799739845659	1.5314789170435326	1.8061799739845659	1.616685520896562	1.326606256889719	1.4771212547211101	1.6901960800294	1950-09-14T08:05:00Z	1950-09-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abdel	177379	a1	9/14/1950	08:09:00	0.8422	0.1578	0	35	1535	13.79	38	2	1	G	52.7	19.3	148.6	120.9	280.6	96.4	4.5	33.2	197.3	234.2	36	20	25.45584412271571	1.579783596617953	0.30102999568569594	1.5440680443515165	1.139564266178999	1.4057875029370026	1.5563025007684936	1.3010299956661526	1950-09-14T08:09:00Z	1950-09-14	0.2774	0	0	0.7226	0	0	0	0	0	64	0	0	5	0	0
Abdel	177360	a2	9/14/1950	08:09:00	0.7452	0.2548	0	51	1525	13.47	86	45	13	G	209.8	26.1	26	394.9	419.5	175.3	190	169.8	216.6	252.3	41	65.5	28.991378028648448	1.9344984512440728	1.6532125137763087	1.707570176098788	1.1293675957262097	1.4622688588892427	1.6127838567207948	1.8162412999924462	1950-09-14T08:09:00Z	1950-09-14	0.2624	0.331	0	0.7376	0.669	0	0	0	0	55	73	0	66	51	0
Abdel	177492	a7	9/14/1950	08:09:00	0.8798	0.1202	0	24	1531	7	116	10	7	G	170.2	139.7	53.2	211.3	372.2	16.6	166.1	169	186.1	231.8	106	63	74.95331880577403	2.064457989227293	1.000000000004343	1.3802112417134156	0.8450980400204611	1.874790867433359	2.02530586526518	1.7993405494542711	1950-09-14T08:09:00Z	1950-09-14	0.2212	0	0	0.7788	0	0	0	0	0	54	0	0	38	0	0
Abdel	177379	a1	9/14/1950	08:14:00	0.825	0.175	0	40	1535	15.58	96	1	0	G	169.9	143.1	21.9	208.6	373.5	176.6	146.1	141.5	221.6	237.5	95	48.5	67.17514421272202	1.9822712330400207	4.342945178152237e-11	1.602059991329048	1.1925674533393331	1.8272086074575038	1.977723605289305	1.685741738603159	1950-09-14T08:14:00Z	1950-09-14	0.1578	0.2774	0	0.8422	0.7226	0	0	0	0	35	64	0	1	5	0
Abdel	177492	a7	9/14/1950	08:14:00	0.8428	0.1572	0	35	1531	13.98	82	12	12	G	100.9	4.5	49.4	197.3	250	37	152.4	37.4	203.4	370.1	70	47	49.49747468305833	1.9138138523842463	1.079181246051244	1.5440680443515165	1.1455071714127691	1.6945830421831436	1.8450980400148773	1.6720978579366415	1950-09-14T08:14:00Z	1950-09-14	0.1202	0.2212	0	0.8798	0.7788	0	0	0	0	24	54	0	7	38	0
Abdel	177360	a2	9/14/1950	08:14:00	0.857	0.143	0	29	1525	13.13	163	67	33	G	157.5	188.2	166.1	188.2	221	30.3	18.5	127.4	42.1	151.6	96	115	67.88225099390856	2.212187604404224	1.8260748027014746	1.4623979979004536	1.118264726092787	1.8317562352082175	1.9822712330400207	2.0606978403539893	1950-09-14T08:14:00Z	1950-09-14	0.2548	0.2624	0.331	0.7452	0.7376	0.669	0	0	0	51	55	73	13	66	51
Abdel	177379	a1	9/14/1950	08:18:00	0.7782	0.2218	0	52	1535	16.71	54	5	0	G	177.7	47.9	177.6	384.9	590.1	56.4	168.3	150.5	237.1	303.7	49	29.5	34.64823227814083	1.7323937598237729	0.6989700043447047	1.7160033436356343	1.2229764498959903	1.5396810821977767	1.6901960800294	1.4698220159796351	1950-09-14T08:18:00Z	1950-09-14	0.175	0.1578	0.2774	0.825	0.8422	0.7226	0	0	0	40	35	64	0	1	5
Abdel	177492	a7	9/14/1950	08:18:00	0.8978	0.1022	0	22	1531	13.42	95	20	4	G	24.7	168.3	154.3	214.3	252	185.1	26.1	149.9	394.9	570.2	75	57.5	53.033008588991066	1.977723605289305	1.3010299956661526	1.3424226808241804	1.1277525158362094	1.7245462655605284	1.8750612633922792	1.759667844690386	1950-09-14T08:18:00Z	1950-09-14	0.1572	0.1202	0.2212	0.8428	0.8798	0.7788	0	0	0	35	24	54	12	7	38
Abdel	177360	a2	9/14/1950	08:18:00	0.8712	0.1288	0	23	1525	5.12	97	65	33	G	191.9	205.2	178.4	264.2	295	171.9	41.6	79.7	336.6	392.6	32	81	22.627416997969522	1.9867717342666926	1.8129133566435238	1.361727836019481	0.709269960984313	1.3546349804898348	1.5051499783212632	1.908485018879186	1950-09-14T08:18:00Z	1950-09-14	0.143	0.2548	0.2624	0.857	0.7452	0.7376	0	0	0	29	51	55	33	13	66
Abdel	177360	a2	9/14/1950	08:22:00	0.7492	0.2508	0	56	1525	31.18	112	91	51	G	145.7	80.9	159.8	338.1	500.5	190.5	13.5	155.7	391.7	560.3	21	101.5	14.849242404917497	2.049218022670569	1.9590413923215708	1.748188027006976	1.4938761108542158	1.1717042969048532	1.3222192947359872	2.0064660422496594	1950-09-14T08:22:00Z	1950-09-14	0.1288	0.143	0.2548	0.8712	0.857	0.7452	0	0	0	23	29	51	33	33	13
Abdel	177379	a1	9/14/1950	08:22:00	0.8298	0.1702	0	38	1535	16.48	108	12	2	G	24.6	139.5	40.5	188.7	347.1	155.2	157.5	138.8	191.9	253.7	96	60	67.88225099390856	2.0334237554873518	1.079181246051244	1.579783596617953	1.2169572073637323	1.8317562352082175	1.9822712330400207	1.7781512503843675	1950-09-14T08:22:00Z	1950-09-14	0.2218	0.175	0.1578	0.7782	0.825	0.8422	0	0	0	52	40	35	0	0	1
Abdel	177492	a7	9/14/1950	08:22:00	0.912	0.088	0	21	1531	5.27	93	38	9	G	155.2	143.3	37	173.4	330.2	167.9	167.9	41.9	214.9	394.9	55	65.5	38.890872965260115	1.968482948554402	1.579783596617953	1.3222192947359872	0.7218106152207875	1.58984769166337	1.7403626894950335	1.8162412999924462	1950-09-14T08:22:00Z	1950-09-14	0.1022	0.1572	0.1202	0.8978	0.8428	0.8798	0	0	0	22	35	24	4	12	7
Abdel	177360	a2	9/14/1950	08:27:00	0.787	0.213	0	43	1525	13.4	148	84	34	G	189.6	172.7	30.6	227.4	369.6	24.7	204	26	209.7	419.5	64	116	45.254833995939045	2.1702617153952506	1.9242792860623987	1.6334684555805965	1.1271047983680487	1.6556649761528563	1.8061799739845659	2.064457989227293	1950-09-14T08:27:00Z	1950-09-14	0.2508	0.1288	0.143	0.7492	0.8712	0.857	0	0	0	56	23	29	51	33	33
Abdel	177379	a1	9/14/1950	08:27:00	0.8154	0.1846	0	43	1535	12.07	68	8	1	G	174	181.2	51.2	186.9	388.7	161.3	60	24.8	327.2	369.7	60	38	42.42640687119285	1.832508912706875	0.9030899869973723	1.6334684555805965	1.0817072701009474	1.6276362525526766	1.7781512503843675	1.579783596617953	1950-09-14T08:27:00Z	1950-09-14	0.1702	0.2218	0.175	0.8298	0.7782	0.825	0	0	0	38	52	40	2	0	0
Abdel	177492	a7	9/14/1950	08:27:00	0.8888	0.1112	0	23	1531	4.52	134	26	6	G	38.4	34.3	146.2	58.7	227.8	167.7	175.3	148.1	175.4	266.4	108	80	76.36753236814714	2.127104798365132	1.4149733479724884	1.361727836019481	0.6551384348209903	1.882908757655528	2.0334237554873518	1.9030899869924864	1950-09-14T08:27:00Z	1950-09-14	0.088	0.1022	0.1572	0.912	0.8978	0.8428	0	0	0	21	22	35	9	4	12
Abdel	177379	a1	9/14/1950	08:31:00	0.7648	0.2352	0	54	1535	20.29	86	2	1	G	26.9	3.6	182.3	53.9	232.6	33.4	33.2	40.1	77.7	136.4	84	44	59.39696961966999	1.9344984512440728	0.30102999568569594	1.7323937598237729	1.3072820470354864	1.7737642882306224	1.9242792860623987	1.6434526764871744	1950-09-14T08:31:00Z	1950-09-14	0.1846	0.1702	0.2218	0.8154	0.8298	0.7782	0	0	0	43	38	52	1	2	0
Abdel	177360	a2	9/14/1950	08:31:00	0.821	0.179	0	39	1525	15.48	41	31	32	G	155.1	186.6	175.4	206.3	288.7	164.8	191.8	21.9	203.5	373.5	10	36	7.0710678118654755	1.6127838567207948	1.4913616938356737	1.5910646070276129	1.1897709563496792	0.8494850021741512	1.000000000004343	1.5563025007684936	1950-09-14T08:31:00Z	1950-09-14	0.213	0.2508	0.1288	0.787	0.7492	0.8712	0	0	0	43	56	23	34	51	33
Abdel	177492	a7	9/14/1950	08:31:00	0.9256	0.0744	0	17	1531	13.37	36	43	27	G	126.6	35.3	152.1	286.9	445.3	142.2	160.5	30.6	180	369.6	7	39.5	4.949747468305833	1.5563025007684936	1.6334684555805965	1.2304489213808285	1.1261314072652326	0.6945830421910403	0.8450980400204611	1.5965970956275597	1950-09-14T08:31:00Z	1950-09-14	0.1112	0.088	0.1022	0.8888	0.912	0.8978	0	0	0	23	21	22	6	9	4
Abdel	177360	a2	9/14/1950	08:35:00	0.835	0.165	0	31	1525	23.49	144	98	67	G	69.4	205.5	208.6	309.1	333.1	34.6	177	207.2	208.4	324.3	46	121	32.526911934581186	2.1583624920955513	1.991226075692938	1.4913616938356737	1.3708830167794546	1.5122428338509186	1.6627578316825182	2.082785370316809	1950-09-14T08:35:00Z	1950-09-14	0.179	0.213	0.2508	0.821	0.787	0.7492	0	0	0	39	43	56	32	34	51
Abdel	177379	a1	9/14/1950	08:35:00	0.8822	0.1178	0	27	1535	18.48	66	16	2	G	188.8	192	204.3	200.8	214.1	24.1	19	193.2	59	236	50	41	35.35533905932738	1.8195439355425267	1.204119982658639	1.4313637641605959	1.2667019668864379	1.5484550065052567	1.6989700043368874	1.6127838567207948	1950-09-14T08:35:00Z	1950-09-14	0.2352	0.1846	0.1702	0.7648	0.8154	0.8298	0	0	0	54	43	38	1	1	2
Abdel	177492	a7	9/14/1950	08:35:00	0.8858	0.1142	0	23	1531	8.19	31	148	21	G	30.1	163	137.6	222.8	251.2	155.7	137.7	141.7	188.1	230.1	117	89.5	82.73149339882606	1.4913616938356737	2.1702617153952506	1.361727836019481	0.9132839017657212	1.917670863914696	2.068185861746533	1.9518230353163972	1950-09-14T08:35:00Z	1950-09-14	0.0744	0.1112	0.088	0.9256	0.8888	0.912	0	0	0	17	23	21	27	6	9
Abdel	177360	a2	9/14/1950	08:40:00	0.8238	0.1762	0	37	1525	16.69	56	29	7	G	205.3	162.3	199.3	265.8	327.5	207.2	47.9	22.8	384.9	441.2	27	42.5	19.091883092036785	1.748188027006976	1.4623979979004536	1.5682017240681687	1.2224563366818488	1.2808487663292714	1.4313637641605959	1.6283889300513334	1950-09-14T08:40:00Z	1950-09-14	0.165	0.179	0.213	0.835	0.821	0.787	0	0	0	31	39	43	67	32	34
Abdel	177492	a7	9/14/1950	08:40:00	0.8978	0.1022	0	24	1531	14.64	67	70	35	G	139.5	154.7	155.9	155.9	167	139.5	154.5	140.6	181.6	224.3	3	68.5	2.1213203435596424	1.8260748027014746	1.8450980400148773	1.3802112417134156	1.1655410767253396	0.32660625690814465	0.4771212547341389	1.8356905714930596	1950-09-14T08:40:00Z	1950-09-14	0.1142	0.0744	0.1112	0.8858	0.9256	0.8888	0	0	0	23	17	23	21	27	6
Abdel	177379	a1	9/14/1950	08:40:00	0.833	0.167	0	36	1535	13.16	95	0	0	G	30.3	171.1	201.4	187.7	218.5	11.9	98.8	60.5	121.3	279.6	95	47.5	67.17514421272202	1.977723605289305	-10	1.5563025007684936	1.1192558892812368	1.8272086074575038	1.977723605289305	1.676693609625781	1950-09-14T08:40:00Z	1950-09-14	0.1178	0.2352	0.1846	0.8822	0.7648	0.8154	0	0	0	27	54	43	2	1	1
Abdel	177360	a2	9/14/1950	08:44:00	0.8122	0.1878	0	41	1525	29.02	156	40	57	G	195.4	29	32.5	400.2	417.2	151.5	160.9	137.3	178.9	216.5	116	98	82.02438661763951	2.19312459835474	1.602059991329048	1.6127838567207948	1.4626974081032136	1.9139429913954573	2.064457989227293	1.991226075692938	1950-09-14T08:44:00Z	1950-09-14	0.1762	0.165	0.179	0.8238	0.835	0.821	0	0	0	37	31	39	7	67	32
Abdel	177492	a7	9/14/1950	08:44:00	0.7512	0.2488	0	55	1531	15.84	68	25	17	G	158.9	146.9	174.3	174.4	257.7	41.3	194.8	42.8	239.5	446.1	43	46.5	30.405591591021544	1.832508912706875	1.3979400086737748	1.7403626894950335	1.1997551772562165	1.4829534577490242	1.6334684555805965	1.667452952890888	1950-09-14T08:44:00Z	1950-09-14	0.1022	0.1142	0.0744	0.8978	0.8858	0.9256	0	0	0	24	23	17	35	21	27
Abdel	177379	a1	9/14/1950	08:44:00	0.8418	0.1582	0	35	1535	15.04	69	16	3	G	193.6	179.6	58	259.2	447.2	173	170.8	72.5	175.2	334.8	53	42.5	37.476659402887016	1.8388490907378847	1.204119982658639	1.5440680443515165	1.177247836258511	1.5737608717699572	1.7242758696016085	1.6283889300513334	1950-09-14T08:44:00Z	1950-09-14	0.167	0.1178	0.2352	0.833	0.8822	0.7648	0	0	0	36	27	54	0	2	1
Abdel	177360	a2	9/14/1950	08:48:00	0.747	0.253	0	55	1525	28.99	194	59	51	G	17	118.3	173	123.3	373.9	204.8	29	161.3	400.2	551.7	135	126.5	95.45941546018392	2.28780172993045	1.7708520116428803	1.7403626894950335	1.4622482153564955	1.9798187706634705	2.1303337684953276	2.10209052551218	1950-09-14T08:48:00Z	1950-09-14	0.1878	0.1762	0.165	0.8122	0.8238	0.835	0	0	0	41	37	31	57	7	67
Abdel	177492	a7	9/14/1950	08:48:00	0.731	0.269	0	63	1531	22.37	58	50	19	G	191.9	63.1	182.8	376.4	563.6	117.2	11.2	194.2	243.6	440.8	8	54	5.656854249492381	1.763427993563686	1.6989700043368874	1.7993405494542711	1.349665984098571	0.7525749891676303	0.9030899869973723	1.7323937598237729	1950-09-14T08:48:00Z	1950-09-14	0.2488	0.1022	0.1142	0.7512	0.8978	0.8858	0	0	0	55	24	23	17	35	21
Abdel	177379	a1	9/14/1950	08:48:00	0.7898	0.2102	0	47	1535	16.45	52	30	5	G	179.5	52.4	165.2	389.7	582.8	158.4	41	40.5	322.5	347.1	22	41	15.556349186104045	1.7160033436356343	1.4771212547211101	1.6720978579366415	1.216165902288633	1.1919076829930073	1.3424226808241804	1.6127838567207948	1950-09-14T08:48:00Z	1950-09-14	0.1582	0.167	0.1178	0.8418	0.833	0.8822	0	0	0	35	36	27	3	0	2
Abdel	177492	a7	9/14/1950	08:53:00	0.8196	0.1804	0	39	1531	20.31	73	68	63	G	44.3	33.2	31.8	77.7	104.7	58.7	158.5	171.6	218.9	245.2	5	70.5	3.5355339059327378	1.8633228601210508	1.832508912706875	1.5910646070276129	1.307709923406945	0.5484550065163118	0.6989700043447047	1.8481891169920148	1950-09-14T08:53:00Z	1950-09-14	0.269	0.2488	0.1022	0.731	0.7512	0.8978	0	0	0	63	55	24	19	17	35
Abdel	177379	a1	9/14/1950	08:53:00	0.947	0.053	0	11	1535	11.48	64	18	28	G	175.1	177.1	199.4	195	224.3	192.1	193.3	35.7	212.9	382.7	46	41	32.526911934581186	1.8061799739845659	1.2552725051057187	1.041392685162173	1.0599418880657379	1.5122428338509186	1.6627578316825182	1.6127838567207948	1950-09-14T08:53:00Z	1950-09-14	0.2102	0.1582	0.167	0.7898	0.8418	0.833	0	0	0	47	35	36	5	3	0
Abdel	177360	a2	9/14/1950	08:53:00	0.8752	0.1248	0	25	1525	4.52	170	35	83	G	169.2	186.8	181.1	221.3	270.7	20.2	34.3	182.2	58.7	226.4	135	102.5	95.45941546018392	2.2304489213785295	1.5440680443515165	1.3979400086737748	0.6551384348209903	1.9798187706634705	2.1303337684953276	2.0107238653921966	1950-09-14T08:53:00Z	1950-09-14	0.253	0.1878	0.1762	0.747	0.8122	0.8238	0	0	0	55	41	37	51	57	7
Abdel	177492	a7	9/14/1950	08:57:00	0.8434	0.1566	0	35	1531	21.6	79	39	14	G	169.3	13.4	158.2	348.1	513.8	186.5	25.1	5	391.2	413.1	40	59	28.284271247461902	1.8976270912909912	1.5910646070276129	1.5440680443515165	1.3344537511529415	1.4515449934975073	1.602059991329048	1.7708520116428803	1950-09-14T08:57:00Z	1950-09-14	0.1804	0.269	0.2488	0.8196	0.731	0.7512	0	0	0	39	63	55	63	19	17
Abdel	177379	a1	9/14/1950	08:57:00	0.8882	0.1118	0	26	1535	8.76	52	33	43	G	27.6	40.3	23.8	40.4	99.9	14.6	196.7	207.9	204.3	215.8	19	42.5	13.435028842544403	1.7160033436356343	1.5185139398792036	1.4149733479724884	0.9425041061730384	1.128238603124071	1.2787536009551146	1.6283889300513334	1950-09-14T08:57:00Z	1950-09-14	0.053	0.2102	0.1582	0.947	0.7898	0.8418	0	0	0	11	47	35	28	5	3
Abdel	177360	a2	9/14/1950	08:57:00	0.8968	0.1032	0	20	1525	3.22	96	12	86	G	23.1	16.8	161.5	29.9	184.3	20.2	179.9	181.5	189.5	276.2	84	54	59.39696961966999	1.9822712330400207	1.079181246051244	1.3010299956661526	0.5078558717093183	1.7737642882306224	1.9242792860623987	1.7323937598237729	1950-09-14T08:57:00Z	1950-09-14	0.1248	0.253	0.1878	0.8752	0.747	0.8122	0	0	0	25	55	41	83	51	57
Abdel	177360	a2	9/14/1950	09:01:00	0.8898	0.1102	0	21	1525	13.75	111	42	84	G	159.7	162.9	204.5	181.8	227.6	68.1	19.3	77.2	120.9	217.3	69	76.5	48.79036790187178	2.045322978787049	1.6232492903989346	1.3222192947359872	1.13830269816944	1.6883340929061548	1.8388490907378847	1.8836614351541854	1950-09-14T09:01:00Z	1950-09-14	0.1032	0.1248	0.253	0.8968	0.8752	0.747	0	0	0	20	25	55	86	83	51
Abdel	177492	a7	9/14/1950	09:01:00	0.9138	0.0862	0	18	1531	4.44	80	30	35	R	0.9	43.9	8.2	45.6	90.7	50.1	173.8	171.5	256.2	304.7	50	55	35.35533905932738	1.9030899869924864	1.4771212547211101	1.2552725051057187	0.6473829701244013	1.5484550065052567	1.6989700043368874	1.7403626894950335	1950-09-14T09:01:00Z	1950-09-14	0.1566	0.1804	0.269	0.8434	0.8196	0.731	0	0	0	35	39	63	14	63	19
Abdel	177379	a1	9/14/1950	09:01:00	0.9114	0.0886	0	21	1535	2.65	52	45	27	G	26.7	180.1	43.2	194.8	369.2	189.9	30.5	190.8	355.7	522.1	7	48.5	4.949747468305833	1.7160033436356343	1.6532125137763087	1.3222192947359872	0.4232458739531963	0.6945830421910403	0.8450980400204611	1.685741738603159	1950-09-14T09:01:00Z	1950-09-14	0.1118	0.053	0.2102	0.8882	0.947	0.7898	0	0	0	26	11	47	43	28	5
Abdel	177379	a1	9/14/1950	09:06:00	0.868	0.132	0	30	1535	21.41	20	39	21	R	165.7	187.3	163.9	187.4	210.8	178.7	13.4	193.4	348.1	534.6	19	29.5	13.435028842544403	1.3010299956661526	1.5910646070276129	1.4771212547211101	1.3306166672964668	1.128238603124071	1.2787536009551146	1.4698220159796351	1950-09-14T09:06:00Z	1950-09-14	0.0886	0.1118	0.053	0.9114	0.8882	0.947	0	0	0	21	26	11	27	43	28
Abdel	177360	a2	9/14/1950	09:06:00	0.8648	0.1352	0	30	1525	6.49	129	21	48	R	162.2	156.6	154	197.4	202.9	9.7	7.7	41.1	23.6	68.8	108	75	76.36753236814714	2.1105897102995854	1.3222192947359872	1.4771212547211101	0.812244696807061	1.882908757655528	2.0334237554873518	1.8750612633922792	1950-09-14T09:06:00Z	1950-09-14	0.1102	0.1032	0.1248	0.8898	0.8968	0.8752	0	0	0	21	20	25	84	86	83
Abdel	177379	a1	9/14/1950	09:10:00	0.9252	0.0748	0	17	1535	5.31	34	76	15	R	180	168.7	41.9	227	394.9	4.3	65.7	163.2	74	238.4	42	55	29.698484809834994	1.5314789170435326	1.880813592281363	1.2304489213808285	0.7250945210896478	1.472734292567372	1.6232492903989346	1.7403626894950335	1950-09-14T09:10:00Z	1950-09-14	0.132	0.0886	0.1118	0.868	0.9114	0.8882	0	0	0	30	21	26	21	27	43
Abdel	177360	a2	9/14/1950	09:10:00	0.9042	0.0958	0	21	1525	4.18	65	22	39	R	173.6	159.6	179.3	245.9	281.1	160.6	151.5	162.5	198.1	227.3	43	43.5	30.405591591021544	1.8129133566435238	1.3424226808241804	1.3222192947359872	0.6211762817854249	1.4829534577490242	1.6334684555805965	1.6384892569556357	1950-09-14T09:10:00Z	1950-09-14	0.1352	0.1102	0.1032	0.8648	0.8898	0.8968	0	0	0	30	21	20	48	84	86
Abdel	177379	a1	9/14/1950	09:14:00	0.8488	0.0366	0.1146	7	1535	5.16	38	50	55	R	73	62.8	8.2	84.8	140.8	156.8	165.1	37	175	330.2	12	44	8.48528137423857	1.579783596617953	1.6989700043368874	0.8450980400204611	0.7126497016356279	0.9286662482207524	1.079181246051244	1.6434526764871744	1950-09-14T09:14:00Z	1950-09-14	0.0748	0.132	0.0886	0.9252	0.868	0.9114	0	0	0	17	30	21	15	21	27
Abdel	177360	a2	9/14/1950	09:14:00	0.8854	0.1146	0	24	1525	0.68	94	23	32	R	2	0.2	8.8	4	12.8	3.1	1.9	160.8	4.4	163.5	71	58.5	50.204581464244875	1.9731278536001606	1.361727836019481	1.3802112417134156	-0.1674910872298968	1.7007433508879497	1.851258348719687	1.767155866082923	1950-09-14T09:14:00Z	1950-09-14	0.0958	0.1352	0.1102	0.9042	0.8648	0.8898	0	0	0	21	30	21	39	48	84
Abdel	177360	a2	9/14/1950	09:19:00	0.9152	0.0848	0	16	1525	4.92	107	45	15	R	156.3	81.7	48.7	326.7	364.5	195.5	18.7	136.4	388.7	531.1	62	76	43.840620433565945	2.0293837776856156	1.6532125137763087	1.204119982658639	0.6919651027761875	1.6418766916672538	1.7923916894989544	1.880813592281363	1950-09-14T09:19:00Z	1950-09-14	0.1146	0.0958	0.1352	0.8854	0.9042	0.8648	0	0	0	24	21	30	32	39	48
Abdel	177379	a1	9/14/1950	09:19:00	0.9838	0.0162	0	3	1535	0.62	22	21	67	R	170.1	168	179.5	245.8	258.4	8.8	6.8	8.8	10.8	12.8	1	21.5	0.7071067811865476	1.3424226808241804	1.3222192947359872	0.4771212547341389	-0.2076083104316986	-0.15051499777057203	4.342945178152237e-11	1.3324384599176253	1950-09-14T09:19:00Z	1950-09-14	0.0366	0.0748	0.132	0.8488	0.9252	0.868	0.1146	0	0	7	17	30	55	15	21
Abdel	177379	a1	9/14/1950	09:23:00	0.8698	0.1302	0	26	1535	4.69	16	7	16	G	168	7.2	170.9	335.7	506.3	4.1	167	21.6	173.1	357.3	9	11.5	6.363961030678928	1.204119982658639	0.8450980400204611	1.4149733479724884	0.6711728427243433	0.8037275116141586	0.9542425094441503	1.0606978403573881	1950-09-14T09:23:00Z	1950-09-14	0.0162	0.0366	0.0748	0.9838	0.8488	0.9252	0	0.1146	0	3	7	17	67	55	15
Abdel	177379	a1	9/14/1950	09:27:00	0.9676	0.0324	0	7	1535	16.8	12	37	9	G	56.4	194.3	22.8	234	441.2	180.7	141.8	186	247.3	328.4	25	24.5	17.67766952966369	1.079181246051244	1.5682017240681687	0.8450980400204611	1.2253092817284479	1.2474250108425038	1.3979400086737748	1.389166084366305	1950-09-14T09:27:00Z	1950-09-14	0.1302	0.0162	0.0366	0.8698	0.9838	0.8488	0	0	0.1146	26	3	7	16	67	55
Abdel	177492	a7	9/14/1950	09:27:00	0.3854	0.0546	0.56	12	1531	3.22	26	2	0	R	154.4	165.9	173.9	166.8	179.9	6.9	16.8	6	29.9	50.2	24	14	16.97056274847714	1.4149733479724884	0.30102999568569594	1.079181246051244	0.5078558717093183	1.2296962438821744	1.3802112417134156	1.1461280356813401	1950-09-14T09:27:00Z	1950-09-14	0.0862	0.1566	0.1804	0.9138	0.8434	0.8196	0	0	0	18	35	39	35	14	63
Abdel	177379	a1	9/14/1950	09:31:00	0.9946	0.0054	0	1	1535	8.03	32	31	87	G	11.3	163.1	174.1	171.6	214.9	147.6	21.1	198.2	313.6	522.1	1	31.5	0.7071067811865476	1.5051499783212632	1.4913616938356737	4.342945178152237e-11	0.9047155452840893	-0.15051499777057203	4.342945178152237e-11	1.4983105537909793	1950-09-14T09:31:00Z	1950-09-14	0.0324	0.1302	0.0162	0.9676	0.8698	0.9838	0	0	0	7	26	3	9	16	67
Abdel	177492	a7	9/14/1950	09:31:00	0.9484	0.0516	0	13	1531	4.52	66	24	89	R	20.2	154.7	168.9	189.4	241.6	38.4	164.2	171.8	206.2	213.8	42	45	29.698484809834994	1.8195439355425267	1.3802112417134156	1.1139433523101774	0.6551384348209903	1.472734292567372	1.6232492903989346	1.6532125137763087	1950-09-14T09:31:00Z	1950-09-14	0.0546	0.0862	0.1566	0.3854	0.9138	0.8434	0.56	0	0	12	18	35	0	35	14
Abdel	177360	a2	9/14/1950	09:31:00	0.9854	0.0146	0	2	1525	3.94	57	12	3	R	200.7	181.4	171.2	226	281.2	173.6	178.8	163.8	178.8	213.8	45	34.5	31.81980515339464	1.7558748556732533	1.079181246051244	0.30102999568569594	0.5954962218365969	1.502697515944718	1.6532125137763087	1.537819095074533	1950-09-14T09:31:00Z	1950-09-14	0.0848	0.1146	0.0958	0.9152	0.8854	0.9042	0	0	0	16	24	21	15	32	39
Abdel	177492	a7	9/14/1950	09:36:00	0.6748	0.0856	0.2396	17	1531	8.86	34	17	33	R	148.6	134.2	158.8	182.4	207.3	29.2	155.7	166.9	198.2	209.9	17	25.5	12.020815280171307	1.5314789170435326	1.2304489213808285	1.2304489213808285	0.9474337218919525	1.0799339235498961	1.2304489213808285	1.4065401804356583	1950-09-14T09:36:00Z	1950-09-14	0.0516	0.0546	0.0862	0.9484	0.3854	0.9138	0	0.56	0	13	12	18	89	0	35
